Time,Amplitude,Heart_Rate,SPO2,Blood_Pressure,Temperature
1870.544,0.065,131,94.5,127/86,36.9
1870.548,0.05,176,90.8,112/87,36.1
1870.552,0.055,157,95.7,139/70,36.1
1870.556,0.075,101,93.3,134/75,36.2
1870.56,0.055,154,92.2,126/71,37.4
1870.564,0.09,103,93.0,132/85,37.4
1870.568,0.095,175,90.8,102/87,37.3
1870.572,0.1,142,95.7,113/88,37.0
1870.576,0.105,129,92.1,139/79,36.1
1870.58,0.07,152,95.0,134/87,36.8
1870.584,0.065,117,95.6,112/86,36.2
1870.588,0.065,110,89.0,129/86,36.5
1870.592,0.06,162,89.8,124/70,36.4
1870.596,0.065,124,93.8,135/75,37.4
1870.6,0.06,131,95.1,121/88,37.5
1870.604,0.04,109,89.8,107/70,37.1
1870.608,0.045,149,89.2,136/89,37.0
1870.612,0.04,120,90.5,123/70,37.0
1870.616,0.025,149,94.7,128/82,37.3
1870.62,0.01,146,95.3,109/79,36.3
1870.624,0.025,148,90.0,130/80,36.6
1870.628,0.055,161,95.3,104/77,36.1
1870.632,0.055,152,94.6,135/78,36.1
1870.636,0.04,163,91.5,109/81,36.5
1870.64,0.055,160,91.9,105/83,37.1
1870.644,0.04,119,91.3,116/88,36.9
1870.648,0.0,155,93.2,100/80,37.1
1870.652,-0.01,110,91.5,123/80,36.5
1870.656,-0.015,137,94.7,138/83,36.8
1870.66,-0.01,140,93.0,109/75,37.4
1870.664,-0.02,140,93.0,108/84,36.1
1870.668,-0.04,103,91.7,129/74,36.8
1870.672,-0.03,138,94.4,117/77,36.3
1870.676,-0.025,166,95.6,118/75,36.4
1870.68,-0.03,113,91.3,118/78,36.2
1870.684,-0.05,108,93.3,114/87,37.2
1870.688,-0.005,115,95.2,112/84,37.3
1870.692,0.02,116,93.8,132/78,37.0
1870.696,0.025,132,89.7,132/83,36.8
1870.7,0.005,150,93.7,127/81,36.2
1870.704,0.03,133,90.8,126/86,37.1
1870.708,0.015,111,95.1,133/83,37.4
1870.712,-0.02,102,90.9,122/71,37.0
1870.716,-0.01,166,94.0,108/78,36.5
1870.72,0.01,152,92.7,115/80,36.8
1870.724,0.0,172,95.2,131/72,36.2
1870.728,-0.005,159,91.8,105/85,36.7
1870.732,-0.03,103,88.0,122/83,36.3
1870.736,-0.01,127,94.4,135/85,36.4
1870.74,0.01,140,88.0,131/77,37.1
1870.744,-0.02,159,92.2,134/73,36.4
1870.748,-0.035,148,94.0,103/77,36.1
1870.752,-0.04,138,95.8,128/76,36.8
1870.756,-0.01,142,91.2,115/76,36.1
1870.76,-0.03,103,92.5,139/75,36.8
1870.764,-0.05,152,91.2,121/86,37.4
1870.768,-0.03,147,90.5,120/75,36.5
1870.772,-0.015,166,93.1,133/86,36.0
1870.776,-0.015,168,90.7,101/72,36.7
1870.78,-0.05,139,91.4,135/74,37.1
1870.784,-0.04,154,89.6,110/87,37.0
1870.788,-0.025,179,89.9,105/72,36.6
1870.792,-0.01,179,89.3,125/82,36.9
1870.796,-0.05,156,90.9,125/73,36.9
1870.8,-0.035,165,90.6,115/82,37.0
1870.804,-0.01,177,90.1,130/84,36.0
1870.808,-0.02,134,89.6,129/73,36.1
1870.812,-0.03,120,91.4,131/89,36.4
1870.816,-0.025,127,89.3,120/86,36.2
1870.82,-0.025,178,92.5,131/77,36.9
1870.824,-0.015,142,94.6,122/84,37.0
1870.828,-0.02,112,89.7,115/78,37.2
1870.832,0.015,116,93.3,120/82,37.5
1870.836,0.02,154,92.4,124/72,36.5
1870.84,0.0,129,95.9,101/77,36.9
1870.844,0.01,115,89.6,134/86,37.0
1870.848,0.0,109,95.8,130/74,36.0
1870.852,0.005,141,92.6,125/81,37.1
1870.856,0.0,134,89.0,121/84,37.1
1870.86,0.0,113,91.4,117/75,36.5
1870.864,0.015,177,95.3,136/87,36.8
1870.868,0.02,141,88.3,102/87,37.4
1870.872,0.035,162,94.9,106/75,36.8
1870.876,0.02,129,92.2,115/87,36.1
1870.88,-0.015,143,92.7,136/81,37.3
1870.884,0.015,118,91.2,123/72,37.5
1870.888,0.0,143,93.2,120/71,37.0
1870.892,-0.005,179,91.1,106/77,36.1
1870.896,-0.005,145,91.7,128/70,36.6
1870.9,-0.015,175,92.5,134/79,36.6
1870.904,0.005,167,92.2,113/77,36.3
1870.908,-0.025,146,91.9,126/87,36.1
1870.912,-0.03,131,91.6,129/72,37.0
1870.916,-0.04,155,89.6,112/80,36.2
1870.92,-0.06,134,95.8,106/86,37.0
1870.924,-0.065,123,90.3,131/71,37.4
1870.928,-0.085,108,90.0,116/85,36.6
1870.932,-0.09,127,92.8,128/83,37.2
1870.936,-0.09,176,88.7,123/74,37.3
1870.94,-0.105,169,89.4,101/82,36.9
1870.944,-0.12,124,88.3,110/88,37.4
1870.948,-0.125,167,90.5,127/84,36.3
1870.952,-0.115,107,88.3,123/78,36.7
1870.956,-0.07,112,94.5,128/74,37.1
1870.96,-0.08,110,88.1,123/89,36.3
1870.964,-0.07,150,94.7,132/84,36.3
1870.968,-0.085,160,88.5,118/83,36.9
1870.972,-0.08,156,95.2,134/77,37.2
1870.976,-0.05,118,95.6,116/85,37.1
1870.98,-0.05,144,89.5,105/72,36.0
1870.984,-0.1,135,89.1,122/80,36.0
1870.988,-0.095,109,92.1,127/70,36.9
1870.992,-0.07,173,94.3,104/75,36.8
1870.996,-0.07,111,90.5,117/74,36.2
1871.0,-0.06,172,88.1,138/71,37.0
1871.004,-0.035,133,92.1,132/87,36.7
1871.008,-0.035,115,88.6,131/82,37.4
1871.012,-0.025,178,92.1,134/75,36.3
1871.016,-0.035,131,89.4,125/74,37.2
1871.02,-0.015,117,93.0,129/71,36.3
1871.024,0.0,162,93.9,112/88,36.4
1871.028,-0.01,159,95.7,110/80,37.0
1871.032,-0.025,128,95.2,114/76,36.8
1871.036,0.025,102,88.3,122/75,37.5
1871.04,0.03,110,95.8,120/78,36.4
1871.044,-0.02,128,88.9,139/82,36.8
1871.048,0.005,103,91.9,105/82,37.0
1871.052,0.0,101,95.1,139/75,36.6
1871.056,0.035,113,88.7,110/76,36.7
1871.06,0.01,152,89.3,128/83,37.5
1871.064,0.005,115,89.6,123/75,36.5
1871.068,0.03,139,88.7,115/76,36.4
1871.072,0.03,153,91.6,117/86,37.3
1871.076,-0.01,154,94.8,127/87,36.1
1871.08,-0.035,114,92.3,139/79,36.7
1871.084,-0.025,112,89.4,136/88,37.4
1871.088,-0.035,124,91.0,131/74,36.5
1871.092,-0.065,151,90.6,112/72,37.1
1871.096,-0.085,131,90.1,139/86,36.7
1871.1,-0.08,166,93.9,127/72,37.1
1871.104,-0.09,137,95.2,127/79,36.6
1871.108,-0.105,165,91.8,133/87,36.7
1871.112,-0.1,143,93.5,135/84,37.4
1871.116,-0.125,167,94.2,124/72,37.0
1871.12,-0.115,107,94.6,138/79,36.3
1871.124,-0.105,154,91.0,101/75,37.5
1871.128,-0.145,179,88.6,138/79,37.0
1871.132,-0.12,113,89.7,109/89,37.1
1871.136,-0.095,178,88.0,100/88,37.1
1871.14,-0.09,156,95.4,113/72,37.4
1871.144,-0.115,168,94.3,123/75,37.4
1871.148,-0.12,156,93.9,136/75,36.7
1871.152,-0.11,170,94.3,110/71,36.1
1871.156,-0.12,125,89.2,121/79,36.2
1871.16,-0.095,151,90.4,123/71,36.9
1871.164,-0.095,172,89.7,105/76,36.6
1871.168,-0.07,130,90.8,109/74,36.4
1871.172,-0.095,103,95.8,133/87,37.1
1871.176,-0.08,133,94.3,136/81,36.6
1871.18,-0.065,171,92.4,102/89,36.4
1871.184,-0.045,149,90.4,131/72,36.8
1871.188,-0.04,114,94.5,124/88,37.3
1871.192,-0.015,150,93.0,106/70,37.1
1871.196,-0.02,135,94.6,117/78,37.4
1871.2,0.02,178,94.8,114/71,36.1
1871.204,0.01,162,88.5,107/78,37.4
1871.208,0.0,118,93.1,100/82,37.3
1871.212,0.005,129,88.0,114/79,37.5
1871.216,0.01,153,90.8,137/82,36.4
1871.22,0.04,140,93.5,112/85,37.2
1871.224,0.055,117,94.4,111/85,36.8
1871.228,0.05,102,94.1,136/87,36.9
1871.232,0.08,135,90.3,106/73,37.5
1871.236,0.085,170,95.7,106/89,36.1
1871.24,0.08,149,94.3,113/81,36.4
1871.244,0.09,108,92.6,133/84,36.5
1871.248,0.12,131,95.8,119/86,37.4
1871.252,0.12,156,89.4,111/89,37.5
1871.256,0.13,100,94.1,131/80,36.9
1871.26,0.1,139,89.1,101/86,36.6
1871.264,0.115,102,89.1,111/86,37.0
1871.268,0.27,123,95.9,100/87,37.4
1871.272,0.51,152,89.6,116/83,36.5
1871.276,0.835,126,90.6,108/79,36.3
1871.28,1.155,153,94.7,131/86,36.2
1871.284,1.45,167,89.1,113/85,36.7
1871.288,1.785,152,91.0,131/72,36.0
1871.292,2.03,128,90.7,110/85,37.3
1871.296,2.09,158,94.8,114/79,37.3
1871.3,2.11,122,91.6,114/80,37.2
1871.304,1.785,116,92.8,137/79,36.7
1871.308,1.225,116,91.1,117/86,37.5
1871.312,0.89,130,90.4,110/77,36.4
1871.316,0.68,178,91.7,107/83,36.5
1871.32,0.04,114,91.8,136/73,36.1
1871.324,-0.6,143,93.6,118/85,37.2
1871.328,-1.24,100,88.5,103/87,37.2
1871.332,-1.575,122,88.2,137/82,37.0
1871.336,-1.475,150,94.6,100/88,36.4
1871.34,-1.255,139,93.7,102/74,36.5
1871.344,-0.99,170,88.1,127/70,36.9
1871.348,-0.715,104,90.6,108/83,37.0
1871.352,-0.61,107,89.4,124/85,36.6
1871.356,-0.55,128,94.0,121/89,36.6
1871.36,-0.5,126,91.9,135/71,37.5
1871.364,-0.43,162,88.1,115/74,36.7
1871.368,-0.43,154,92.7,122/74,36.5
1871.372,-0.415,177,95.3,124/77,36.7
1871.376,-0.395,119,93.8,131/85,36.6
1871.38,-0.39,163,93.8,133/84,36.5
1871.384,-0.375,133,90.8,103/70,36.1
1871.388,-0.395,139,89.9,136/79,37.5
1871.392,-0.415,146,90.6,106/89,36.0
1871.396,-0.39,167,92.9,137/71,37.3
1871.4,-0.385,146,90.2,102/73,36.0
1871.404,-0.4,137,93.1,125/71,36.0
1871.408,-0.445,166,89.8,122/85,36.2
1871.412,-0.45,161,88.4,131/74,36.5
1871.416,-0.455,100,92.9,105/78,36.4
1871.42,-0.455,178,93.1,109/75,37.5
1871.424,-0.48,160,88.7,120/71,36.4
1871.428,-0.46,152,93.3,137/83,37.0
1871.432,-0.45,137,95.8,131/76,36.2
1871.436,-0.45,137,93.6,135/77,36.7
1871.44,-0.445,151,94.9,104/77,36.7
1871.444,-0.46,162,91.8,102/82,36.4
1871.448,-0.435,150,90.2,116/73,36.9
1871.452,-0.425,101,88.8,126/70,36.6
1871.456,-0.43,131,88.2,120/70,36.0
1871.46,-0.455,108,94.7,132/75,37.1
1871.464,-0.425,140,94.7,135/81,36.8
1871.468,-0.43,117,92.3,130/75,37.2
1871.472,-0.435,141,94.8,128/72,36.1
1871.476,-0.47,142,94.6,130/87,36.5
1871.48,-0.46,157,91.6,117/87,37.3
1871.484,-0.445,152,89.2,129/81,37.4
1871.488,-0.445,179,93.6,119/86,36.2
1871.492,-0.475,165,93.3,118/82,36.7
1871.496,-0.49,105,91.2,109/82,36.7
1871.5,-0.475,145,88.5,128/79,37.0
1871.504,-0.475,174,94.0,101/88,37.4
1871.508,-0.51,126,95.9,101/73,36.1
1871.512,-0.51,149,90.9,108/85,36.8
1871.516,-0.515,112,95.0,107/87,36.7
1871.52,-0.52,130,94.3,122/86,36.1
1871.524,-0.515,152,94.8,110/76,36.2
1871.528,-0.51,164,91.3,139/71,36.6
1871.532,-0.525,139,91.3,130/81,37.1
1871.536,-0.54,119,95.9,102/75,36.4
1871.54,-0.565,163,88.7,112/89,36.8
1871.544,-0.555,171,90.0,117/84,37.0
1871.548,-0.57,127,93.4,110/85,36.4
1871.552,-0.595,178,94.2,125/76,37.5
1871.556,-0.58,136,90.4,131/89,36.7
1871.56,-0.605,105,96.0,135/74,37.3
1871.564,-0.59,103,90.0,138/89,36.7
1871.568,-0.605,131,90.6,128/70,36.3
1871.572,-0.615,140,91.1,115/72,36.9
1871.576,-0.645,148,90.6,120/70,37.0
1871.58,-0.62,116,95.7,109/71,36.6
1871.584,-0.62,115,90.7,122/83,36.2
1871.588,-0.615,147,93.5,110/74,36.3
1871.592,-0.62,177,94.4,122/87,37.2
1871.596,-0.61,147,90.3,135/89,36.1
1871.6,-0.605,126,93.0,111/78,37.1
1871.604,-0.605,162,94.6,104/70,37.1
1871.608,-0.615,106,95.2,125/84,36.0
1871.612,-0.64,101,90.5,119/86,37.1
1871.616,-0.62,169,92.3,132/72,37.1
1871.62,-0.635,158,91.8,100/84,36.4
1871.624,-0.62,159,91.7,110/71,37.4
1871.628,-0.585,144,94.5,113/85,36.9
1871.632,-0.565,136,92.3,131/71,36.4
1871.636,-0.56,124,95.2,102/83,36.8
1871.64,-0.525,146,91.5,135/83,37.3
1871.644,-0.49,169,91.4,103/79,36.9
1871.648,-0.485,132,89.2,115/75,37.2
1871.652,-0.445,149,92.1,123/87,37.3
1871.656,-0.42,161,93.0,112/78,36.1
1871.66,-0.4,167,91.3,110/79,36.7
1871.664,-0.35,167,91.0,109/76,36.9
1871.668,-0.36,139,91.8,136/80,37.1
1871.672,-0.315,169,94.7,129/87,36.3
1871.676,-0.28,151,88.8,113/75,36.7
1871.68,-0.23,162,89.0,123/86,37.0
1871.684,-0.175,156,93.4,121/88,36.5
1871.688,-0.14,168,91.5,101/83,36.9
1871.692,-0.135,152,91.2,104/74,37.1
1871.696,-0.09,130,88.1,102/82,36.7
1871.7,-0.055,166,94.4,101/87,36.6
1871.704,-0.05,129,89.4,135/76,37.0
1871.708,-0.06,155,92.8,112/77,36.8
1871.712,-0.025,155,89.7,123/75,37.3
1871.716,0.025,171,88.7,108/71,36.6
1871.72,0.05,100,88.5,139/77,37.5
1871.724,0.065,167,94.4,126/73,36.7
1871.728,0.12,124,90.3,134/77,36.2
1871.732,0.16,110,91.5,136/71,37.4
1871.736,0.18,133,89.3,104/81,36.8
1871.74,0.2,132,90.3,136/77,36.3
1871.744,0.23,142,91.3,115/78,37.3
1871.748,0.275,102,89.3,129/70,36.6
1871.752,0.305,153,95.6,113/72,37.4
1871.756,0.3,115,94.9,117/75,36.7
1871.76,0.355,109,95.9,103/86,36.2
1871.764,0.38,154,91.4,106/72,37.2
1871.768,0.405,146,88.5,113/70,36.2
1871.772,0.39,159,89.1,105/79,37.3
1871.776,0.38,154,95.9,139/73,36.8
1871.78,0.42,173,95.6,115/84,37.0
1871.784,0.43,149,95.2,127/85,37.1
1871.788,0.425,155,94.6,110/72,37.2
1871.792,0.46,163,91.1,112/76,37.4
1871.796,0.5,128,93.4,101/73,37.2
1871.8,0.5,133,88.7,112/76,37.0
1871.804,0.51,144,94.2,113/75,37.2
1871.808,0.505,133,92.9,108/71,36.8
1871.812,0.495,102,91.9,108/86,37.3
1871.816,0.52,166,92.7,102/70,36.9
1871.82,0.515,169,90.8,116/70,36.1
1871.824,0.52,111,88.9,137/80,37.3
1871.828,0.51,158,93.0,110/81,37.0
1871.832,0.51,131,90.2,112/71,36.1
1871.836,0.485,179,89.9,115/82,37.5
1871.84,0.46,176,92.6,124/84,36.3
1871.844,0.465,149,95.3,132/81,37.1
1871.848,0.46,121,92.4,136/85,36.7
1871.852,0.445,121,91.8,132/82,36.8
1871.856,0.445,163,89.5,109/70,37.0
1871.86,0.445,170,93.5,133/80,37.2
1871.864,0.41,117,89.0,100/75,37.5
1871.868,0.38,158,88.4,105/77,37.1
1871.872,0.38,159,95.8,102/70,36.8
1871.876,0.375,155,89.2,133/72,36.1
1871.88,0.35,118,89.0,128/86,37.4
1871.884,0.335,133,89.9,125/72,37.1
1871.888,0.285,144,94.6,125/74,36.7
1871.892,0.29,127,95.6,112/85,36.6
1871.896,0.27,136,89.2,106/88,36.3
1871.9,0.225,166,91.4,133/87,36.3
1871.904,0.18,140,94.2,127/75,36.2
1871.908,0.155,149,88.6,106/85,36.5
1871.912,0.09,178,88.5,110/72,36.6
1871.916,0.06,149,90.5,121/82,37.3
1871.92,0.045,141,90.3,125/89,37.3
1871.924,0.02,153,92.4,134/82,37.0
1871.928,0.01,110,94.3,116/76,36.4
1871.932,-0.01,126,89.9,104/73,37.3
1871.936,-0.095,136,88.0,135/82,37.4
1871.94,-0.1,171,88.7,126/87,36.8
1871.944,-0.1,128,91.4,122/82,36.6
1871.948,-0.115,100,91.5,100/82,36.3
1871.952,-0.14,115,90.5,106/75,36.4
1871.956,-0.14,162,90.4,121/83,36.9
1871.96,-0.14,128,91.6,103/88,37.4
1871.964,-0.17,113,91.4,108/82,36.4
1871.968,-0.185,154,91.8,115/84,36.0
1871.972,-0.215,144,92.4,104/83,37.0
1871.976,-0.23,175,95.3,139/83,37.2
1871.98,-0.205,152,89.5,103/88,37.0
1871.984,-0.205,145,89.3,102/87,36.2
1871.988,-0.21,166,94.8,125/77,36.8
1871.992,-0.2,102,90.4,138/72,37.2
1871.996,-0.215,148,89.7,121/74,36.3
1872.0,-0.245,124,93.3,113/78,36.7
1872.004,-0.235,177,92.8,105/75,37.2
1872.008,-0.255,134,93.8,105/79,36.3
1872.012,-0.265,152,92.4,133/83,37.2
1872.016,-0.255,130,95.7,105/87,36.9
1872.02,-0.25,176,91.6,132/88,36.2
1872.024,-0.27,170,89.5,135/75,36.5
1872.028,-0.265,126,92.2,126/75,36.7
1872.032,-0.245,119,89.8,117/73,36.9
1872.036,-0.265,148,95.2,100/83,37.2
1872.04,-0.27,122,94.1,118/75,37.1
1872.044,-0.265,116,94.0,126/84,37.5
1872.048,-0.255,110,89.4,111/78,36.3
1872.052,-0.245,159,91.9,123/72,36.6
1872.056,-0.235,105,89.6,108/71,36.1
1872.06,-0.275,101,89.5,135/82,36.1
1872.064,-0.26,100,88.2,115/75,36.4
1872.068,-0.255,165,95.5,123/74,37.4
1872.072,-0.25,113,92.0,111/72,36.2
1872.076,-0.245,148,93.0,133/71,37.2
1872.08,-0.25,135,93.7,119/88,36.1
1872.084,-0.265,102,89.4,105/87,36.2
1872.088,-0.26,178,95.2,131/87,36.9
1872.092,-0.255,135,93.0,119/78,36.9
1872.096,-0.275,151,91.8,125/74,37.4
1872.1,-0.26,178,95.7,118/73,37.3
1872.104,-0.26,115,94.7,124/78,36.3
1872.108,-0.275,170,94.3,102/74,36.2
1872.112,-0.3,124,91.6,121/70,37.0
1872.116,-0.305,128,96.0,105/75,37.4
1872.12,-0.275,112,92.2,100/75,36.1
1872.124,-0.28,131,95.0,113/81,36.5
1872.128,-0.265,164,89.1,128/80,36.1
1872.132,-0.295,133,90.1,125/79,37.1
1872.136,-0.325,100,91.5,131/89,36.5
1872.14,-0.32,154,92.1,130/77,36.1
1872.144,-0.32,116,90.6,100/70,36.5
1872.148,-0.265,141,89.1,137/78,36.2
1872.152,-0.32,158,92.1,137/78,36.7
1872.156,-0.31,142,94.7,101/83,36.2
1872.16,-0.315,162,95.7,112/88,37.1
1872.164,-0.295,104,95.2,131/76,36.9
1872.168,-0.295,140,95.4,114/89,36.8
1872.172,-0.295,109,93.5,119/86,36.8
1872.176,-0.285,178,93.9,113/73,36.5
1872.18,-0.285,172,94.6,103/73,36.5
1872.184,-0.285,144,92.0,128/78,36.9
1872.188,-0.28,109,88.1,119/83,37.1
1872.192,-0.275,173,92.0,108/83,37.0
1872.196,-0.275,160,94.2,126/73,37.4
1872.2,-0.235,155,90.2,117/86,36.1
1872.204,-0.255,148,89.9,108/87,37.2
1872.208,-0.27,136,93.0,115/74,37.3
1872.212,-0.275,147,95.1,104/86,36.8
1872.216,-0.28,153,92.8,138/84,36.5
1872.22,-0.26,147,93.1,118/88,36.6
1872.224,-0.255,169,88.3,113/76,37.5
1872.228,-0.245,126,91.5,130/71,37.3
1872.232,-0.235,119,88.7,137/86,37.2
1872.236,-0.225,126,91.5,115/80,36.7
1872.24,-0.225,103,92.0,113/70,37.3
1872.244,-0.215,130,89.3,108/79,36.5
1872.248,-0.23,129,96.0,114/73,36.7
1872.252,-0.175,156,94.5,137/89,37.1
1872.256,-0.22,176,92.0,139/81,37.4
1872.26,-0.19,106,88.3,121/74,36.1
1872.264,-0.16,162,88.9,113/77,37.1
1872.268,-0.14,113,92.9,113/88,36.4
1872.272,-0.125,105,95.4,131/78,36.3
1872.276,-0.11,167,89.6,122/76,37.5
1872.28,-0.075,112,89.0,130/83,36.8
1872.284,-0.08,128,94.5,137/86,36.6
1872.288,0.04,102,91.8,106/80,36.1
1872.292,0.305,157,90.3,102/86,36.7
1872.296,0.62,102,94.4,111/87,37.3
1872.3,0.955,154,93.3,112/78,36.7
1872.304,1.38,110,89.1,104/83,37.3
1872.308,1.735,101,89.1,109/86,37.4
1872.312,1.99,118,89.6,110/70,36.5
1872.316,2.12,172,92.3,116/76,36.9
1872.32,2.23,102,94.6,104/79,37.3
1872.324,2.125,171,95.6,136/84,37.2
1872.328,1.58,118,90.1,117/71,36.3
1872.332,0.945,122,90.6,124/76,36.5
1872.336,0.53,168,89.1,118/75,36.6
1872.34,0.02,117,92.7,108/73,36.3
1872.344,-0.62,124,93.6,113/73,37.3
1872.348,-1.26,170,88.4,138/76,36.7
1872.352,-1.9,168,91.7,137/87,36.7
1872.356,-1.97,145,91.3,120/80,36.7
1872.36,-1.85,143,88.3,135/74,37.2
1872.364,-1.52,123,94.9,131/71,36.6
1872.368,-1.205,169,95.4,115/71,36.5
1872.372,-0.99,130,89.6,135/86,37.2
1872.376,-0.84,102,94.7,127/87,36.8
1872.38,-0.8,137,93.8,138/77,36.1
1872.384,-0.72,141,94.9,132/76,36.0
1872.388,-0.665,123,89.2,133/70,36.3
1872.392,-0.645,119,92.7,128/78,37.0
1872.396,-0.59,167,95.6,108/85,37.0
1872.4,-0.575,135,90.7,116/83,36.2
1872.404,-0.545,116,91.1,114/88,36.8
1872.408,-0.56,162,90.9,120/80,37.5
1872.412,-0.58,110,93.9,106/79,37.4
1872.416,-0.595,133,92.3,108/85,37.1
1872.42,-0.595,168,92.4,139/88,37.2
1872.424,-0.575,144,95.6,139/73,36.5
1872.428,-0.595,150,89.7,106/84,37.2
1872.432,-0.565,134,90.7,111/85,36.2
1872.436,-0.55,128,94.8,108/81,36.2
1872.44,-0.535,130,88.2,105/79,36.7
1872.444,-0.535,164,90.1,127/84,36.0
1872.448,-0.55,152,95.0,117/86,37.4
1872.452,-0.555,110,93.6,114/88,36.0
1872.456,-0.53,151,88.7,110/72,37.3
1872.46,-0.53,114,89.5,123/75,36.1
1872.464,-0.525,153,94.6,127/72,36.4
1872.468,-0.55,179,94.5,112/78,37.2
1872.472,-0.55,176,89.1,101/81,37.2
1872.476,-0.525,167,88.8,124/89,37.0
1872.48,-0.515,114,93.9,124/73,36.5
1872.484,-0.545,147,95.4,123/76,36.2
1872.488,-0.555,154,90.8,117/79,36.8
1872.492,-0.56,152,90.1,118/83,37.0
1872.496,-0.525,117,91.0,123/86,37.2
1872.5,-0.525,136,89.2,125/72,36.0
1872.504,-0.545,116,94.7,125/86,36.9
1872.508,-0.545,134,89.3,138/86,37.2
1872.512,-0.535,179,94.4,124/81,37.3
1872.516,-0.57,175,93.7,134/72,36.9
1872.52,-0.61,172,94.4,137/78,36.6
1872.524,-0.585,119,95.8,119/89,37.2
1872.528,-0.625,122,93.6,134/86,36.3
1872.532,-0.645,143,88.9,132/75,36.7
1872.536,-0.655,151,90.7,127/89,36.6
1872.54,-0.66,146,95.9,113/78,36.3
1872.544,-0.65,134,93.8,114/70,36.4
1872.548,-0.69,134,95.4,135/71,37.1
1872.552,-0.725,112,93.2,138/80,36.5
1872.556,-0.73,137,94.7,116/88,36.7
1872.56,-0.735,128,95.8,108/71,36.3
1872.564,-0.74,178,94.1,102/71,36.4
1872.568,-0.755,102,92.6,131/88,37.3
1872.572,-0.765,124,91.9,119/80,36.7
1872.576,-0.775,100,94.5,111/79,37.0
1872.58,-0.775,107,90.5,101/81,36.7
1872.584,-0.825,177,88.1,132/87,36.6
1872.588,-0.815,162,90.0,119/76,36.5
1872.592,-0.86,114,95.2,137/85,37.2
1872.596,-0.845,156,91.4,120/75,36.6
1872.6,-0.895,177,93.6,105/79,37.0
1872.604,-0.89,146,93.9,115/82,36.7
1872.608,-0.87,155,93.8,105/77,37.1
1872.612,-0.88,134,90.4,135/74,37.1
1872.616,-0.88,119,91.7,118/71,36.8
1872.62,-0.93,137,89.7,126/89,37.0
1872.624,-0.955,164,92.9,139/73,36.4
1872.628,-0.935,152,90.4,102/76,36.1
1872.632,-0.925,172,92.7,109/79,37.2
1872.636,-0.935,105,88.9,130/79,36.7
1872.64,-0.945,157,89.5,118/76,36.9
1872.644,-0.925,122,92.7,124/83,36.0
1872.648,-0.915,103,91.8,111/82,36.5
1872.652,-0.885,167,94.5,114/86,36.3
1872.656,-0.865,156,88.8,136/81,36.5
1872.66,-0.865,109,93.8,125/77,36.9
1872.664,-0.85,111,94.0,113/87,37.0
1872.668,-0.83,108,88.0,112/88,37.2
1872.672,-0.815,118,92.8,115/84,36.0
1872.676,-0.815,175,94.9,108/86,36.7
1872.68,-0.76,106,91.5,103/83,36.9
1872.684,-0.72,125,91.3,100/72,36.2
1872.688,-0.705,116,95.4,137/78,37.2
1872.692,-0.715,121,90.8,108/86,37.1
1872.696,-0.69,112,95.3,109/71,37.4
1872.7,-0.64,149,92.2,106/89,36.2
1872.704,-0.625,173,92.1,116/86,37.2
1872.708,-0.595,173,88.1,101/70,37.4
1872.712,-0.545,126,91.1,110/82,37.2
1872.716,-0.555,142,88.9,107/71,37.3
1872.72,-0.495,146,94.5,110/72,36.1
1872.724,-0.47,126,93.8,105/75,36.7
1872.728,-0.435,168,89.3,116/77,36.4
1872.732,-0.415,150,92.6,107/77,36.1
1872.736,-0.335,165,89.8,119/82,37.1
1872.74,-0.32,179,93.1,128/84,36.8
1872.744,-0.29,137,91.4,137/86,37.1
1872.748,-0.275,179,93.3,119/81,36.8
1872.752,-0.245,170,93.6,123/78,37.0
1872.756,-0.21,109,91.3,125/81,36.6
1872.76,-0.175,107,94.7,127/77,36.8
1872.764,-0.155,160,94.7,111/74,37.0
1872.768,-0.175,129,92.6,103/73,36.3
1872.772,-0.135,166,94.6,122/80,37.3
1872.776,-0.11,139,88.8,108/89,37.1
1872.78,-0.085,174,92.2,124/71,36.0
1872.784,-0.08,159,95.9,121/87,36.2
1872.788,-0.065,103,93.0,103/80,37.1
1872.792,-0.005,129,95.1,114/73,36.6
1872.796,-0.01,154,91.6,129/72,36.2
1872.8,-0.04,153,89.8,115/79,37.1
1872.804,-0.025,129,91.4,124/79,36.3
1872.808,0.015,132,90.9,101/75,36.3
1872.812,0.025,166,89.1,108/86,36.1
1872.816,0.035,103,93.7,119/73,37.0
1872.82,0.03,174,95.6,133/89,36.9
1872.824,0.025,139,89.7,138/84,37.3
1872.828,0.035,120,96.0,126/83,37.3
1872.832,0.02,132,89.7,116/74,37.0
1872.836,-0.005,118,88.9,103/82,37.3
1872.84,0.01,159,90.4,109/73,37.4
1872.844,0.005,179,94.9,122/74,36.3
1872.848,0.01,173,88.4,101/79,36.1
1872.852,0.005,127,94.3,108/78,36.7
1872.856,0.005,145,95.0,118/89,37.2
1872.86,-0.015,132,89.1,125/82,37.5
1872.864,-0.015,100,95.8,132/79,37.1
1872.868,-0.01,115,90.5,119/74,36.7
1872.872,-0.04,159,89.3,109/75,36.7
1872.876,-0.06,135,92.3,109/74,37.0
1872.88,-0.05,163,90.6,120/82,36.4
1872.884,-0.055,120,92.1,131/80,36.4
1872.888,-0.085,130,89.3,122/84,36.5
1872.892,-0.115,174,90.4,117/73,36.9
